,elev,long,lat,temp,dstl,mass
730,2082,-109.3,42,-31.7,97,611.1903824
731,2082,-109.3,42,-31.7,106.7,813.4943989
732,2082,-109.3,42,-31.7,114.7,1010.535471
733,2082,-109.3,42,-31.7,111.4,925.7993709
734,2082,-109.3,42,-31.7,101.6,702.3319616
735,2082,-109.3,42,-31.7,116.9,1069.805539
736,2082,-109.3,42,-31.7,113.3,973.9822413
738,2082,-109.3,42,-31.7,108.8,862.4779383
739,2082,-109.3,42,-31.7,113.1,968.8334471
740,2082,-109.3,42,-31.7,112.5,953.4960015
741,2082,-109.3,42,-31.7,112.3,948.4197247
742,2082,-109.3,42,-31.7,112.7,958.5903594
744,2082,-109.3,42,-31.7,122.1,1219.012898
745,2082,-109.3,42,-31.7,110.6,905.9968542
746,2082,-109.3,42,-31.7,111.2,920.8219656
747,2082,-109.3,42,-31.7,103.6,744.6300784
749,2082,-109.3,42,-31.7,103.9,751.1176227
750,2082,-109.3,42,-31.7,111.4,925.7993709
751,2082,-109.3,42,-31.7,103.3,738.1799983
752,2082,-109.3,42,-31.7,111.8,935.8079266
753,2082,-109.3,42,-31.7,107.5,831.9298391
756,1375,-104.3,40.3,-33.3,99.6,661.6667698
757,1375,-104.3,40.3,-33.3,102.1,712.7521484
758,1375,-104.3,40.3,-33.3,101.9,708.5717946
759,1375,-104.3,40.3,-33.3,100.5,679.7660869
760,1375,-104.3,40.3,-33.3,107.5,831.9298391
761,1375,-104.3,40.3,-33.3,112.5,953.4960015
762,1375,-104.3,40.3,-33.3,103.1,733.9007046
763,1375,-104.3,40.3,-33.3,101.3,696.1288694
764,1375,-104.3,40.3,-33.3,101,689.9624095
765,1375,-104.3,40.3,-33.3,109.4,876.8257085
766,1375,-104.3,40.3,-33.3,101.7,704.4078183
767,1375,-104.3,40.3,-33.3,99.6,661.6667698
768,1358,-104,41.8,-33.3,110.5,903.5415795
769,1358,-104,41.8,-33.3,106.2,802.1117145
770,1358,-104,41.8,-33.3,102.6,723.2748954
771,1358,-104,41.8,-33.3,104,753.2884815
772,1358,-104,41.8,-33.3,104,753.2884815
773,1358,-104,41.8,-33.3,106.3,804.379701
774,1358,-104,41.8,-33.3,107.8,838.9142884
775,1358,-104,41.8,-33.3,100.5,679.7660869
776,1358,-104,41.8,-33.3,108.5,855.3631243
777,1358,-104,41.8,-33.3,103.1,733.9007046
778,1358,-104,41.8,-33.3,102.5,721.1621171
779,1358,-104,41.8,-33.3,100.8,685.8717339
780,1358,-104,41.8,-33.3,101.4,698.1924912
781,1358,-104,41.8,-33.3,118.4,1111.517785
782,1358,-104,41.8,-33.3,112.4,950.9556049
783,1358,-104,41.8,-33.3,100.4,677.7389527
784,1358,-104,41.8,-33.3,99.3,655.7058439
785,1250,-103.3,33.6,-33.3,97.6,622.6023589
786,1250,-103.3,33.6,-33.3,112.6,956.0409183
787,1250,-103.3,33.6,-33.3,111.7,933.2990595
788,1775,-106.3,42.8,-33.3,102.8,727.5128235
789,1775,-106.3,42.8,-33.3,102.5,721.1621171
790,1775,-106.3,42.8,-33.3,97.3,616.8787777
791,1775,-106.3,42.8,-33.3,95.9,590.6322139
792,1775,-106.3,42.8,-33.3,100.5,679.7660869
793,1775,-106.3,42.8,-33.3,112.7,958.5903594
794,1775,-106.3,42.8,-33.3,113.1,968.8334471
795,1775,-106.3,42.8,-33.3,100.5,679.7660869
796,1775,-106.3,42.8,-33.3,99.5,659.6757979
797,1775,-106.3,42.8,-33.3,94.3,561.5602866
798,1775,-106.3,42.8,-33.3,97.8,626.437681
799,1775,-106.3,42.8,-33.3,100.7,683.8324734
800,1775,-106.3,42.8,-33.3,106,797.5885388
801,1775,-106.3,42.8,-33.3,112,940.8391412
802,1775,-106.3,42.8,-33.3,102.5,721.1621171
803,1775,-106.3,42.8,-33.3,106.4,806.6519587
804,1775,-106.3,42.8,-33.3,98,630.2887216
805,1775,-106.3,42.8,-33.3,105,775.2275639
806,1775,-106.3,42.8,-33.3,110.2,896.2023789
808,1775,-106.3,42.8,-33.3,103.3,738.1799983
809,1775,-106.3,42.8,-33.3,95.4,581.4420448
810,1775,-106.3,42.8,-33.3,104.7,768.6017233
811,1775,-106.3,42.8,-33.3,99.2,653.7268538
812,1775,-106.3,42.8,-33.3,98.4,638.0380868
813,1775,-106.3,42.8,-33.3,98.7,643.8916109
814,1775,-106.3,42.8,-33.3,99.6,661.6667698
815,1775,-106.3,42.8,-33.3,88.9,470.5075446
816,1775,-106.3,42.8,-33.3,107.6,834.2536641
817,1775,-106.3,42.8,-33.3,103.2,736.0382781
818,1775,-106.3,42.8,-33.3,103.2,736.0382781
819,1775,-106.3,42.8,-33.3,104.1,755.4635191
820,1775,-106.3,42.8,-33.3,104.3,759.8261466
821,1775,-106.3,42.8,-33.3,102.4,719.0534572
822,1775,-106.3,42.8,-33.3,101.9,708.5717946
823,1775,-106.3,42.8,-33.3,102.7,725.3917962
824,1775,-106.3,42.8,-33.3,100.2,673.6967828
826,1775,-106.3,42.8,-33.3,99.4,657.688824
827,1775,-106.3,42.8,-33.3,99.5,659.6757979
828,1775,-106.3,42.8,-33.3,105.1,777.4446099
829,1775,-106.3,42.8,-33.3,105.2,779.6658789
830,1775,-106.3,42.8,-33.3,104.6,766.4015288
832,1775,-106.3,42.8,-33.3,105.3,781.8913748
833,1315,-102.5,38.7,-33.3,105.6,788.5932646
834,1315,-102.5,38.7,-33.3,98.5,639.9853024
835,1315,-102.5,38.7,-33.3,98,630.2887216
836,1315,-102.5,38.7,-33.3,97.8,626.437681
837,1315,-102.5,38.7,-33.3,99.4,657.688824
838,1315,-102.5,38.7,-33.3,99.2,653.7268538
839,1315,-102.5,38.7,-33.3,94.6,566.9368913
840,1315,-102.5,38.7,-33.3,93.5,547.3890953
841,1315,-102.5,38.7,-33.3,96.1,594.3352265
842,1315,-102.5,38.7,-33.3,101.3,696.1288694
843,1315,-102.5,38.7,-33.3,101.2,694.0693178
844,1315,-102.5,38.7,-33.3,115,1018.485452
845,1315,-102.5,38.7,-33.3,107.3,827.2951432
846,1315,-102.5,38.7,-33.3,108.9,864.8582809
847,1315,-102.5,38.7,-33.3,108.9,864.8582809
848,1315,-102.5,38.7,-33.3,108,843.5922384
849,1315,-102.5,38.7,-33.3,108.1,845.9377205
850,1263,-103.6,42.8,-33.4,113.6,981.7395856
852,1263,-103.6,42.8,-33.4,99.3,655.7058439
853,1263,-103.6,42.8,-33.4,93.4,545.6346444
854,1263,-103.6,42.8,-33.4,122.2,1222.010469
855,1263,-103.6,42.8,-33.4,125.4,1320.547168
856,1263,-103.6,42.8,-33.4,112.2,945.8883566
857,1263,-103.6,42.8,-33.4,98.4,638.0380868
858,1263,-103.6,42.8,-33.4,102.4,719.0534572
859,1263,-103.6,42.8,-33.4,103.1,733.9007046
860,1263,-103.6,42.8,-33.4,89.1,473.690223
861,1263,-103.6,42.8,-33.4,107.2,824.9842642
862,1263,-103.6,42.8,-33.4,105.1,777.4446099
863,1263,-103.6,42.8,-33.4,98.7,643.8916109
864,1263,-103.6,42.8,-33.4,97.1,613.0826113
865,1263,-103.6,42.8,-33.4,96.6,603.6604013
866,1263,-103.6,42.8,-33.4,97.9,628.3612345
867,1263,-103.6,42.8,-33.4,105.1,777.4446099
868,1263,-103.6,42.8,-33.4,95.2,577.7928376
869,1263,-103.6,42.8,-33.4,95.8,588.7864896
870,1263,-103.6,42.8,-33.4,110.3,898.6443459
871,1263,-103.6,42.8,-33.4,94.1,557.9948352
872,1263,-103.6,42.8,-33.4,95.3,579.6155266
873,1263,-103.6,42.8,-33.4,95.7,586.9446145
874,1263,-103.6,42.8,-33.4,101.1,692.0138326
875,1263,-103.6,42.8,-33.4,118.9,1125.659064
876,1263,-103.6,42.8,-33.4,97,611.1903824
877,1263,-103.6,42.8,-33.4,97.8,626.437681
878,1263,-103.6,42.8,-33.4,102.2,714.848477
879,1263,-103.6,42.8,-33.4,103,731.7672737
880,1263,-103.6,42.8,-33.4,104.3,759.8261466
881,1263,-103.6,42.8,-33.4,101.4,698.1924912
882,1263,-103.6,42.8,-33.4,93.3,543.8839463
883,1263,-103.6,42.8,-33.4,97.1,613.0826113
884,1263,-103.6,42.8,-33.4,99.4,657.688824
885,1263,-103.6,42.8,-33.4,98.9,647.8137826
886,1263,-103.6,42.8,-33.4,100.1,671.6817389
887,1263,-103.6,42.8,-33.4,104.8,770.8061246
888,1263,-103.6,42.8,-33.4,100.6,681.7972591
889,1263,-103.6,42.8,-33.4,101.5,700.2601872
890,1263,-103.6,42.8,-33.4,103.7,746.7884252
891,1263,-103.6,42.8,-33.4,97.2,614.9787418
892,1263,-103.6,42.8,-33.4,101.9,708.5717946
893,1263,-103.6,42.8,-33.4,105.2,779.6658789
894,1263,-103.6,42.8,-33.4,96.1,594.3352265
895,2082,-109.3,42,-33.6,114,992.1466329
896,2082,-109.3,42,-33.6,120,1157.190999
897,2082,-109.3,42,-33.6,119,1128.501636
898,1315,-102.5,38.7,-35,109.9,888.903029
899,1315,-102.5,38.7,-35,102.3,716.9489119
900,1315,-102.5,38.7,-35,103.2,736.0382781
901,1315,-102.5,38.7,-35,111.7,933.2990595
902,1315,-102.5,38.7,-35,101.7,704.4078183
903,1315,-102.5,38.7,-35,101.1,692.0138326
904,1315,-102.5,38.7,-35,103.6,744.6300784
905,1315,-102.5,38.7,-35,102.2,714.848477
906,1315,-102.5,38.7,-35,122.7,1237.072057
907,1315,-102.5,38.7,-35,108.5,855.3631243
908,1315,-102.5,38.7,-35,108,843.5922384
909,1315,-102.5,38.7,-35,107.4,829.6103335
910,1315,-102.5,38.7,-35.5,106.2,802.1117145
911,1315,-102.5,38.7,-35.5,104.2,757.6427394
912,1315,-102.5,38.7,-35.5,103.4,740.325869
913,1315,-102.5,38.7,-35.5,106.3,804.379701
915,1315,-102.5,38.7,-35.5,106.4,806.6519587
916,1315,-102.5,38.7,-35.5,101.3,696.1288694
917,1315,-102.5,38.7,-35.5,100.2,673.6967828
918,1315,-102.5,38.7,-35.5,99.9,667.6637133
919,1315,-102.5,38.7,-35.5,102,710.6599223
920,1315,-102.5,38.7,-35.5,103.3,738.1799983
921,1315,-102.5,38.7,-35.5,102.9,729.6379813
922,1315,-102.5,38.7,-35.5,102,710.6599223
923,1315,-102.5,38.7,-35.5,112.4,950.9556049
924,1315,-102.5,38.7,-35.5,116.8,1067.06245
925,1315,-102.5,38.7,-35.5,113.9,989.5380103
926,1315,-102.5,38.7,-35.5,114.7,1010.535471
927,1315,-102.5,38.7,-39.4,105,775.2275639
928,1315,-102.5,38.7,-39.4,100,669.6707171
929,1315,-102.5,38.7,-39.4,96,592.4817916
940,1315,-102.5,38.7,-38.8,72.4,254.1423301
946,1315,-102.5,38.7,-38.8,116.4,1056.136981
955,1315,-102.5,38.7,-38.8,114,992.1466329
967,1315,-102.5,38.7,-38.8,103.6,744.6300784
975,399,-101.6,29.8,-42.4,113.9,989.5380103
1007,845,-101,38.8,-48.3,106,797.5885388
1008,845,-101,38.8,-48.3,111,915.8624325
1009,845,-101,38.8,-48.3,126,1339.59323
1011,845,-101,38.8,-48.3,117,1072.553326
1012,845,-101,38.8,-48.3,117,1072.553326
1013,1716,-105,40.9,-48.4,106.2,802.1117145
1014,1716,-105,40.9,-48.4,104,753.2884815
1015,1716,-105,40.9,-48.4,117.8,1094.705198
1016,1716,-105,40.9,-48.4,122.9,1243.131174
1017,1716,-105,40.9,-48.4,118.3,1108.703817
1018,1716,-105,40.9,-48.4,118,1100.290418
1019,1716,-105,40.9,-48.4,123.2,1252.256897
1020,1716,-105,40.9,-48.4,123.6,1264.493849
1021,1716,-105,40.9,-48.4,106.1,799.8479951
1022,1716,-105,40.9,-48.4,108.6,857.730364
1023,1716,-105,40.9,-48.4,120.2,1162.986603
1024,1716,-105,40.9,-48.4,119,1128.501636
1025,1716,-105,40.9,-48.4,113.7,984.3344907
1026,1716,-105,40.9,-48.4,116.6,1061.590345
1027,830,-100.4,36.1,-50.1,105.8,793.0823995
1028,830,-100.4,36.1,-50.1,116.1,1047.992001
1029,830,-100.4,36.1,-50.1,112,940.8391412
1030,830,-100.4,36.1,-50.1,110.9,913.3893579
1031,830,-100.4,36.1,-50.1,116.9,1069.805539
1032,830,-100.4,36.1,-50.1,106,797.5885388
1033,830,-100.4,36.1,-50.1,105.1,777.4446099
1035,830,-100.4,36.1,-50.1,103.7,746.7884252
1036,830,-100.4,36.1,-50.1,114.6,1007.894701
1037,830,-100.4,36.1,-50.1,103.2,736.0382781
1038,830,-100.4,36.1,-50.1,110,891.3317244
1039,830,-100.4,36.1,-50.1,104.5,764.2055372
1040,830,-100.4,36.1,-50.1,107.2,824.9842642
1041,830,-100.4,36.1,-50.1,107.7,836.5818126
1042,830,-100.4,36.1,-50.1,117.7,1091.91969
1043,830,-100.4,36.1,-50.1,101.7,704.4078183
1044,830,-100.4,36.1,-50.1,126.5,1355.604136
1045,830,-100.4,36.1,-50.1,116.6,1061.590345
1046,830,-100.4,36.1,-50.1,98.6,641.9364758
1047,830,-100.4,36.1,-50.1,105.4,784.1211017
1048,830,-100.4,36.1,-50.1,121.1,1189.306352
1049,830,-100.4,36.1,-50.1,108.4,853.000244
1050,830,-100.4,36.1,-50.1,102.7,725.3917962
1051,830,-100.4,36.1,-50.1,107.1,822.6776926
1052,830,-100.4,36.1,-50.1,106.7,813.4943989
1053,830,-100.4,36.1,-50.1,99.8,665.6607235
1054,830,-100.4,36.1,-50.1,107,820.3754243
1055,830,-100.4,36.1,-50.1,124.2,1282.998346
1056,830,-100.4,36.1,-50.1,110.3,898.6443459
1057,830,-100.4,36.1,-50.1,98.5,639.9853024
1058,830,-100.4,36.1,-50.1,108.5,855.3631243
1059,830,-100.4,36.1,-50.1,103.6,744.6300784
1060,830,-100.4,36.1,-50.1,110.2,896.2023789
1061,830,-100.4,36.1,-50.1,107.5,831.9298391
1062,1972,-103.9,36.8,-50.1,125,1307.950619
1063,1972,-103.9,36.8,-50.1,99,649.7808271
1064,1972,-103.9,36.8,-50.1,104,753.2884815
1065,1972,-103.9,36.8,-50.1,102,710.6599223
1066,1972,-103.9,36.8,-50.1,107,820.3754243
1067,1972,-103.9,36.8,-50.1,103,731.7672737
1068,1972,-103.9,36.8,-50.1,104,753.2884815
1069,1972,-103.9,36.8,-50.1,112,940.8391412
1070,1972,-103.9,36.8,-50.1,116,1045.286344
1071,1972,-103.9,36.8,-50.1,108,843.5922384
1072,1972,-103.9,36.8,-50.1,120,1157.190999
1073,1972,-103.9,36.8,-50.1,111,915.8624325
1075,1972,-103.9,36.8,-50.1,115,1018.485452
1076,1972,-103.9,36.8,-50.1,121.5,1201.130355
1077,1972,-103.9,36.8,-50.1,114,992.1466329
1078,54,-118.4,34.1,-49.5,107.2,824.9842642
1079,941,-104.2,45.9,-42.1,103.2,736.0382781
1080,941,-104.2,45.9,-42.1,104,753.2884815
1081,941,-104.2,45.9,-42.1,105.9,795.3333416
1082,941,-104.2,45.9,-42.1,106.7,813.4943989
1083,941,-104.2,45.9,-42.1,105.4,784.1211017
1084,1253,-103.3,34.3,-41.9,120,1157.190999
1085,1253,-103.3,34.3,-41.9,111,915.8624325
1086,54,-118.4,34.1,-39.1,103.6,744.6300784
1087,54,-118.4,34.1,-39.1,118.2,1105.894603
1088,54,-118.4,34.1,-39.1,112.8,961.1443288
1089,54,-118.4,34.1,-39.1,112.7,958.5903594
1090,1253,-103.3,34.3,-41.6,115,1018.485452
1091,1253,-103.3,34.3,-41.6,111,915.8624325
1092,1253,-103.3,34.3,-41.6,116,1045.286344
1093,54,-118.4,34.1,-45.1,110.5,903.5415795
1094,54,-118.4,34.1,-45.1,125,1307.950619
1095,54,-118.4,34.1,-46.2,116.8,1067.06245
1096,54,-118.4,34.1,-46.2,114.7,1010.535471
1097,54,-118.4,34.1,-46.2,100.6,681.7972591
1098,54,-118.4,34.1,-46.2,110.9,913.3893579
1099,54,-118.4,34.1,-46.2,117.1,1075.305814
1100,54,-118.4,34.1,-46.2,107,820.3754243
1101,54,-118.4,34.1,-46.2,117.6,1089.138911
1102,54,-118.4,34.1,-46.2,113.1,968.8334471
1103,54,-118.4,34.1,-46.2,110.9,913.3893579
1104,54,-118.4,34.1,-46.2,108.3,850.6417194
1105,54,-118.4,34.1,-46.2,112.1,943.3614968
1107,54,-118.4,34.1,-46.2,111.7,933.2990595
1108,54,-118.4,34.1,-46.2,111.5,928.2947856
1109,54,-118.4,34.1,-46.2,111.3,923.3084322
1110,54,-118.4,34.1,-46.2,119.2,1134.201128
1111,54,-118.4,34.1,-46.2,114.7,1010.535471
1112,54,-118.4,34.1,-47.8,121.7,1207.071632
1113,54,-118.4,34.1,-47.8,112.4,950.9556049
1115,54,-118.4,34.1,-47.8,111.5,928.2947856
1116,54,-118.4,34.1,-47.8,116.3,1053.417316
1117,54,-118.4,34.1,-47.8,107.6,834.2536641
1118,54,-118.4,34.1,-47.8,110.9,913.3893579
1119,54,-118.4,34.1,-47.8,115.5,1031.827888
1120,54,-118.4,34.1,-47.8,117.6,1089.138911
1121,54,-118.4,34.1,-47.8,119.2,1134.201128
1122,54,-118.4,34.1,-47.8,110.4,901.0907447
1123,54,-118.4,34.1,-47.8,118.2,1105.894603
1124,54,-118.4,34.1,-47.8,109.3,874.4234476
1125,54,-118.4,34.1,-47.8,108.5,855.3631243
1126,54,-118.4,34.1,-47.8,119.1,1131.348989
1127,54,-118.4,34.1,-47.8,110.8,910.9207394
1128,54,-118.4,34.1,-47.8,111.1,918.339967
1129,54,-118.4,34.1,-47.8,115.4,1029.150135
1130,54,-118.4,34.1,-47.8,135.7,1673.404189
1131,54,-118.4,34.1,-47.8,108.9,864.8582809
1132,54,-118.4,34.1,-47.8,105.4,784.1211017
1133,54,-118.4,34.1,-47.8,112.8,961.1443288
1134,54,-118.4,34.1,-47.8,113.9,989.5380103
1136,54,-118.4,34.1,-47.8,118.7,1119.988248
1137,54,-118.4,34.1,-47.8,112.3,948.4197247
1138,54,-118.4,34.1,-47.8,110.9,913.3893579
1139,54,-118.4,34.1,-47.8,110.6,905.9968542
1140,54,-118.4,34.1,-47.8,107.6,834.2536641
1141,54,-118.4,34.1,-47.8,110.7,908.4565728
1142,54,-118.4,34.1,-47.8,112.8,961.1443288
1143,54,-118.4,34.1,-47.8,115.4,1029.150135
1144,54,-118.4,34.1,-47.8,116.5,1058.861322
1145,54,-118.4,34.1,-47.8,105.3,781.8913748
1146,54,-118.4,34.1,-47.8,118.9,1125.659064
1147,54,-118.4,34.1,-43.3,110.7,908.4565728
1148,54,-118.4,34.1,-43.3,123.8,1270.642106
1149,54,-118.4,34.1,-43.3,110.5,903.5415795
1150,54,-118.4,34.1,-43.3,114.3,1000
1151,54,-118.4,34.1,-43.3,123.7,1267.565493
1152,54,-118.4,34.1,-43.3,109.6,881.6434214
1153,54,-118.4,34.1,-43.3,113,966.2658687
1154,54,-118.4,34.1,-49.6,113.3,973.9822413
1155,54,-118.4,34.1,-49.6,115.3,1026.477019
1156,54,-118.4,34.1,-43.1,110.1,893.7648397
1157,54,-118.4,34.1,-43.1,114.6,1007.894701
1158,54,-118.4,34.1,-43.1,121.3,1195.208606
1159,54,-118.4,34.1,-43.1,111.9,938.3212858
1160,54,-118.4,34.1,-45.8,121,1186.362525
1161,54,-118.4,34.1,-45.8,109.3,874.4234476
1163,54,-118.4,34.1,-45.8,106.5,808.9284916
1165,54,-118.4,34.1,-45.8,109.5,879.2323651
1166,54,-118.4,34.1,-45.8,125.8,1333.224335
1167,54,-118.4,34.1,-50.4,99.1,651.7518495
1168,54,-118.4,34.1,-50.4,100.6,681.7972591
1169,54,-118.4,34.1,-50.4,94.1,557.9948352
