Collection/Population Locality,SpecimenNumber,Notes,IntCal13 (CAL BP),C14 years BP,Cal Age (ka),Age Error,Age bound (lower),Age bound (upper),Lat,Long,Elevation (ASL) m,GISP2 Temp (IntCal13),Temp Err (lower),Temp Err (upper),Temp err,Genus,Species,SpeciesID,GL,DstL,DstBr,DstDp,GBr,GDp
Mavrakis-Bentzen-Roberts,B9792,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,169,110.4,42,48,57,64
Mavrakis-Bentzen-Roberts,B9803,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,158,103.6,44,45,55,61
Mavrakis-Bentzen-Roberts,B9875,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,151,97.4,39,40,53,58
Mavrakis-Bentzen-Roberts,B9896,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,151,97.7,40,43,54,56
Mavrakis-Bentzen-Roberts,C0056,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,153,100.8,39,40,52,59
Mavrakis-Bentzen-Roberts,C0084,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,139,93.5,36,37,47,54
Mavrakis-Bentzen-Roberts,C0098,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,140,92.8,35,37,47,55
Mavrakis-Bentzen-Roberts,C0220,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,132,86.3,31,36,46,56
Mavrakis-Bentzen-Roberts,C0233,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,152,97.9,39,42,52,60
Mavrakis-Bentzen-Roberts,C0418,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,149,95.7,35,37,50,59
Mavrakis-Bentzen-Roberts,C0488,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,148,97.9,34,38,48,57
Mavrakis-Bentzen-Roberts,C0616,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,144,94.7,35,36,49,51
Mavrakis-Bentzen-Roberts,C0617,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,147,96.2,34,36,47,55
Mavrakis-Bentzen-Roberts,C0652,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,,93.4,37,36,44,
Mavrakis-Bentzen-Roberts,C0667,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,144,93.3,36,39,48,57
Mavrakis-Bentzen-Roberts,C0759,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,154,98.9,43,43,53,63
Mavrakis-Bentzen-Roberts,C0852,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,151,98.4,37,38,49,59
Mavrakis-Bentzen-Roberts,C1108,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,148,95.8,37,38,48,55
Mavrakis-Bentzen-Roberts,C1109,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,153,102.2,36,39,51,57
Mavrakis-Bentzen-Roberts,C1414,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,149,96.7,38,37,50,60
Mavrakis-Bentzen-Roberts,C1415,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,143,90.8,34,38,48,57
Mavrakis-Bentzen-Roberts,C1431,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,145,93.8,35,38,44,55
Mavrakis-Bentzen-Roberts,C1502,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,157,107,41,43,55,61
Mavrakis-Bentzen-Roberts,C1518,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,158,106.8,42,43,54,63
Mavrakis-Bentzen-Roberts,C1596,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,141,94.7,,35,49,57
Mavrakis-Bentzen-Roberts,C1646,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,144,95.1,35,36,48,57
Mavrakis-Bentzen-Roberts,C1883,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,148,100.3,35,38,49,57
Mavrakis-Bentzen-Roberts,C1897,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,145,96.8,33,40,47,54
Mavrakis-Bentzen-Roberts,C1909,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,132,85.7,,,45,53
Mavrakis-Bentzen-Roberts,C1984,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,156,102.6,43,44,55,62
Mavrakis-Bentzen-Roberts,C1987,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,157,102.7,42,44,55,62
Mavrakis-Bentzen-Roberts,C2087,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,161,106.1,,,57,63
Mavrakis-Bentzen-Roberts,C2120,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,148,94.6,41,41,50,60
Mavrakis-Bentzen-Roberts,C2265,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,,98.1,42,43,53,57
Mavrakis-Bentzen-Roberts,C2522,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,152,99.4,35,41,49,57
Mavrakis-Bentzen-Roberts,C2570,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,140,89.9,34,37,45,54
Mavrakis-Bentzen-Roberts,C2609,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,148,95.7,35,36,50,56
Mavrakis-Bentzen-Roberts,C2610,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,150,96.7,36,40,48,57
Mavrakis-Bentzen-Roberts,C2705,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,145,95.8,35,,50,57
Mavrakis-Bentzen-Roberts,C2710,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,155,102.7,41,46,52,
Mavrakis-Bentzen-Roberts,C2758,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,,103.1,39,42,52,
Mavrakis-Bentzen-Roberts,C2817,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,147,94.8,35,36,50,58
Bonfire Shelter-Bonebed 3,42754,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,137,88,,,,55
Bonfire Shelter-Bonebed 3,43741,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,142,91.5,33,43,47,58
Bonfire Shelter-Bonebed 3,43742,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,145,95.8,35,40,48,58
Bonfire Shelter-Bonebed 3,43742,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,147,95.7,34,40,47,60
Bonfire Shelter-Bonebed 3,43742,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,149,94.6,34,41,47,58
Bonfire Shelter-Bonebed 3,43745,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,,94.3,35,39,,
Bonfire Shelter-Bonebed 3,43746,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,144,93.1,34,43,48,58
Bonfire Shelter-Bonebed 3,43747,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,148,95.5,37,41,49,55
Bonfire Shelter-Bonebed 3,43748,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,151,99.1,39,42,53,63
Bonfire Shelter-Bonebed 3,43749,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,138,,33,37,43,52
Bonfire Shelter-Bonebed 3,43751,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,141,99.8,34,,48,53
Bonfire Shelter-Bonebed 3,43751,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,128,86.4,29,32,,40
Bonfire Shelter-Bonebed 3,43754,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,131,96.5,29,33,39,43
Bonfire Shelter-Bonebed 3,43754,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,134,87.5,34,34,45,50
Bonfire Shelter-Bonebed 3,43754,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,,83.7,30,34,,
Bonfire Shelter-Bonebed 3,43755,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,144,95.5,34,39,52,60
Bonfire Shelter-Bonebed 3,43755,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,144,95,37,42,52,61
Bonfire Shelter-Bonebed 3,43755,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,158,,39,42,54,62
Bonfire Shelter-Bonebed 3,43756,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,128,84.5,29,36,38,48
Bonfire Shelter-Bonebed 3,43756,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,134,87.4,32,37,45,48
Bonfire Shelter-Bonebed 3,43756,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,124,81.5,30,,,52
Bonfire Shelter-Bonebed 3,43757,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,146,95.9,36,42,54,62
Bonfire Shelter-Bonebed 3,43757,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,157,,41,45,52,62
Bonfire Shelter-Bonebed 3,43757,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,,101,41,42,,
Bonfire Shelter-Bonebed 3,43758,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,,97.5,33,43,,
Bonfire Shelter-Bonebed 3,43759,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,120,79.8,,,38,51
Bonfire Shelter-Bonebed 3,43759,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,133,83.6,24,26,42,49
Bonfire Shelter-Bonebed 3,43759,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,153,,41,44,53,56
Bonfire Shelter-Bonebed 3,43759,average of 2 dates,2750,2632,2750,115,2635,2865,29.8,-101.6,399,-31,-30.7,-30.5,0.3,Bison,bison,1,155,,41,44,52,62
"Kenora, Ontario",V-1914,,4840,4270,4840,127,4713,4967,49.8,-94.4,361,-31,-31.8,-30.2,1.5,Bison,antiquus,2,158.9,,,,56.7,
"Lubbuck Lake TTM Station E, Strat 3",537-892-121 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,151,,37,42,49,58
"Lubbuck Lake TTM Station E, Strat 3",537-892-122 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,141,,36,36,45,55
"Lubbuck Lake TTM Station E, Strat 3",537-892-123 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,152,,36,44,48,58
"Lubbuck Lake TTM Station E, Strat 3",537-892-125 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,141,,36,36,45,47
"Lubbuck Lake TTM Station E, Strat 3",537-892-126 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,140,,33,37,45,47
"Lubbuck Lake TTM Station E, Strat 3",537-892-129 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,151,,36,38,48,62
"Lubbuck Lake TTM Station E, Strat 3",537-892-152 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,155,,41,44,54,62
"Lubbuck Lake TTM Station E, Strat 3",537-892-153 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,152,,39,42,51,58
"Lubbuck Lake TTM Station E, Strat 3",537-892-154 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,139,,33,37,43,48
"Lubbuck Lake TTM Station E, Strat 3",537-892-154 3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,139,,33,37,43,48
"Lubbuck Lake TTM Station E, Strat 3",892-3E,Estimate,6430,5650,6430,69,6361,6499,33.6,-101.9,973,-30.9,-30.9,-30.6,0.4,Bison,antiquus,2,140,91,33,43,46,56
Hawkens,HO243,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,143,92.5,36,38,48,58
Hawkens,HO244,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,153,99,,41,49,56
Hawkens,HO245,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,97.9,38,43,51,58
Hawkens,HO245,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,164,,,47,57,61
Hawkens,HO246,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,152,101,,,,61
Hawkens,HO248,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,155,101.4,41,43,52,61
Hawkens,HO249,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,108.8,44,48,55,65
Hawkens,HO250,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,165,110.5,49,49,58,63
Hawkens,HO251,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,142,91.3,36,37,50,54
Hawkens,HO252,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,103.5,38,41,,
Hawkens,HO253,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,154,101.6,39,,51,58
Hawkens,HO254,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,145,,36,,47,56
Hawkens,HO255,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,41,44,55,62
Hawkens,HO256,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,155,101.3,,41,50,59
Hawkens,HO257,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,140,90.1,34,38,47,57
Hawkens,HO260,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,96.6,40,41,,
Hawkens,HO262,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,98.2,35,39,49,
Hawkens,HO263,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,33,,52,65
Hawkens,HO264,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,35,42,54,68
Hawkens,HO265,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,35,43,54,64
Hawkens,HO266,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,34,44,56,64
Hawkens,HO268,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,156,98.6,40,42,55,60
Hawkens,HO269,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,32,36,46,55
Hawkens,HO270,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,33,,51,60
Hawkens,HO273,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,33,,53,67
Hawkens,HO274,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,28,36,46,53
Hawkens,HO275,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,27,30,44,55
Hawkens,HO282,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,155,98.1,43,44,58,63
Hawkens,HO283,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,145,97.9,36,38,47,50
Hawkens,HO284,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,148,98.5,37,41,50,56
Hawkens,HO285,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,150,95.9,40,40,53,62
Hawkens,HO286,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,169,112.2,46,48,58,63
Hawkens,HO287,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,151,94.9,38,40,,61
Hawkens,HO288,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,150,97.9,38,39,63,52
Hawkens,HO288,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,150,97.9,38,39,63,52
Hawkens,HO289,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,155,103.7,39,41,52,62
Hawkens,HO290,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,169,,46,47,60,64
Hawkens,HO291,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,95.4,38,39,,60
Hawkens,HO292,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,144,93,37,38,,
Hawkens,HO293,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,94.8,,40,,
Hawkens,HO294,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,155,101.5,37,43,53,57
Hawkens,HO295,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,90.1,35,40,50,54
Hawkens,HO297,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,153,101.1,38,40,51,57
Hawkens,HO298,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,98.5,39,41,,
Hawkens,HO299,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,165,107.1,43,45,55,63
Hawkens,HO300,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,95.5,39,39,,
Hawkens,HO301,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,98.6,37,39,,
Hawkens,HO302,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,32,41,54,61
Hawkens,HO303,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,35,39,51,67
Hawkens,HO304,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,32,,50,59
Hawkens,HO305,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,30,32,47,59
Hawkens,HO306,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,29,37,45,57
Hawkens,HO307,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,26,33,44,54
Hawkens,HO308,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,35,39,54,
Hawkens,HO309,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,35,40,56,
Hawkens,HO310,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,34,39,,
Hawkens,HO318,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,35,37,52,60
Hawkens,,average of 2 dates,7260,6326,7260,89,7171,7349,44.3,-104.3,1677,-31.1,-31.1,-30.6,0.6,Bison,antiquus,2,,,31,35,,
Logan Creek-Zone B,9662,,7265,6340,7265,89,7176,7354,41.8,-96.5,373,-31.1,-31.1,-30.5,0.7,Bison,antiquus,2,142.6,,37.1,40.9,,
Logan Creek-Zone B,9840,,7265,6340,7265,89,7176,7354,41.8,-96.5,373,-31.1,-31.1,-30.5,0.7,Bison,antiquus,2,136.5,,37.7,38.5,,56.8
Logan Creek-Zone B,10149,,7265,6340,7265,89,7176,7354,41.8,-96.5,373,-31.1,-31.1,-30.5,0.7,Bison,antiquus,2,141.5,,35,38.9,,57.2
Logan Creek-Zone B,10170,,7265,6340,7265,89,7176,7354,41.8,-96.5,373,-31.1,-31.1,-30.5,0.7,Bison,antiquus,2,145.7,,34.8,40.5,,59.2
Logan Creek-Zone B,10282,,7265,6340,7265,89,7176,7354,41.8,-96.5,373,-31.1,-31.1,-30.5,0.7,Bison,antiquus,2,147.1,,38.6,39.2,,58.1
